BatteryPower,Acceleration,TopSpeed,Range,Efficiency,FastChargeSpeed,NumberofSeats,Drive,PriceinSwitzerland
82,3.4,175,586,159,108,2,3,72242.0725
42,2.7,230,411,225,356,1,3,97505.0041666667
113,9.1,121,468,196,836,5,3,46781.84
44,8.4,187,277,234,562,2,1,38970.878125
59,11,185,356,103,858,2,1,34964.1547619048
94,3.9,86,259,205,432,1,3,76896.55
29,5.7,180,460,183,132,5,1,38132.2875
29,17.2,133,457,160,410,2,2,25631.2691666667
59,2,207,370,220,166,1,2,98424.025
48,6.2,258,535,128,733,4,3,51173.1341666667
124,9.3,190,443,166,474,1,1,48109.2308333333
40,2.9,170,576,156,739,1,1,85294.4525
32,6.9,199,528,214,215,5,2,38548.415
71,7.3,160,284,181,1142,3,1,45915.4075
120,11.3,171,242,192,426,2,3,52619.985
105,6.9,250,215,205,661,3,1,68137.4725
49,3.4,131,204,169,248,5,3,52304.8854761905
29,11.3,157,229,209,571,5,3,33273.275
9,9.1,207,494,192,864,1,3,37393.125
79,12.7,168,311,167,835,4,3,46240.3258333333
83,3.7,280,341,160,760,2,3,80972
56,2.4,251,414,156,799,2,2,97821.645
24,8.2,205,375,168,729,2,2,30090.5104166667
82,7.5,121,99,178,530,4,2,45657.5441666667
33,13.6,154,212,176,561,1,2,30112.9841666667
72,10.7,155,368,162,961,1,2,42465.81375
101,8.4,138,155,193,264,3,2,53743.585
107,5.3,189,539,201,324,4,1,65237.2575
101,8.3,265,441,250,789,3,1,67305.8
50,0.4,230,493,219,40,4,2,96644.525
99,11.3,274,266,174,491,5,3,61974.5025
56,10.1,199,276,196,304,3,1,37808.5625
44,4.7,187,411,217,912,1,1,47824.698125
108,3.5,173,212,185,77,1,2,81003.99
122,6.5,180,316,228,757,2,2,63480.1625
88,11.8,107,333,198,29,3,1,52308.7675
67,10.5,188,313,136,548,3,2,45514.795
89,10.5,223,288,187,460,3,2,54848.01
52,5.2,130,670,183,808,3,3,44466.083125
120,7.9,170,226,184,397,1,2,51131.2775
82,3.7,186,181,179,372,1,3,68078.315
69,8.4,313,408,205,704,1,1,60012.8275
89,5.7,174,472,177,459,4,3,57657.95
80,4.3,125,327,145,611,1,1,67574.8208333333
91,8,179,243,202,807,3,2,49490.6325
57,11,174,476,196,774,3,2,38464.9333333333
59,1.8,221,195,218,119,3,2,97124.725
48,10.1,199,351,163,301,4,3,31153.1302083333
53,11.3,218,284,195,69,3,1,39350.375
48,2.7,112,275,196,227,5,2,90676.345
41,8.4,147,333,217,324,1,1,36591.9739583333
105,6,118,334,163,456,2,1,59030.35875
133,8.1,125,376,180,847,3,2,46869.08875
55,10.3,206,423,190,109,3,1,40193.6875
42,6.7,165,222,177,424,5,2,36855.8025
126,6.5,139,378,155,668,5,1,55906.75625
56,11.2,252,420,215,383,2,2,50170.725
104,7.9,229,477,209,772,2,1,57579.165
81,7.4,201,471,237,604,3,3,51777.0425
16,8,224,353,191,785,5,1,37131.725
59,11,215,275,135,679,3,2,35527.4651785714
105,7.5,51,500,225,681,1,2,50624.53
75,8.4,140,208,168,544,1,1,42865.18125
61,4.2,189,342,172,347,3,3,56404.7591666667
85,6,231,263,246,163,4,2,67586.37
127,5.4,160,294,188,297,4,1,63542.16
56,5.3,242,341,246,214,3,1,51407.055
84,4.3,211,388,169,482,3,1,72924.5
45,2,172,314,203,517,4,2,93310.8775
154,5.4,263,237,239,504,2,2,78088.4475
37,7.2,140,383,208,928,4,3,36019.428125
59,4.8,275,211,171,757,1,2,53392.260952381
100,9.1,162,34,161,1044,5,2,46212.2675
121,8.1,164,501,202,539,5,3,49020.8375
116,8.9,216,245,238,930,2,1,57596.19
103,0.4,213,221,163,618,5,2,102534.925
26,4.2,136,377,167,403,3,3,51051.2611011905
55,4.6,236,197,172,308,4,3,56958.3483333333
61,7.1,124,191,192,277,2,1,37646.825
14,15.2,269,291,221,266,5,3,47307.67
60,4.8,153,315,151,145,1,2,39614.25375
89,4.9,158,262,173,456,2,2,60867.8866666667
95,11.9,168,414,135,259,2,3,47018.6725
65,5.1,203,299,177,321,2,3,54202.9675
9,3,174,339,143,945,1,2,87082.1275
104,5.3,97,280,203,191,3,3,63503.305
27,5.4,182,494,228,43,4,1,44614.1475
21,11.5,125,242,198,610,2,1,30898.775
24,7.4,160,430,174,761,4,3,31104.8908333333
79,7.2,133,510,227,325,3,1,52615.4025
63,12.1,161,346,175,292,4,1,35286.3041666667
32,8.3,159,141,171,665,1,1,29509.0570833333
78,5.9,115,401,256,760,2,2,59023.6025
61,3.8,131,380,149,276,3,1,52389.2442261905
92,10.6,198,135,207,752,3,1,55869.1225
104,9.4,235,370,215,375,3,1,58966.01
58,10.7,222,563,209,696,4,3,40258.4875
79,5,202,461,178,1051,1,2,60564.03
69,10.6,218,150,148,132,2,1,48405.5366666667
58,9,180,151,187,390,3,3,38898.125
70,6,250,458,170,347,4,1,65706.5154166667
25,5.7,145,82,166,188,5,2,27782.0375
64,7.2,149,281,138,267,4,3,33125.7831547619
86,7.9,183,409,191,664,2,2,47278.27
75,12.5,190,395,237,1054,4,1,51148.115
22,7.7,161,427,215,979,2,3,35836.3375
76,8.7,216,129,229,569,5,2,51501.475
43,7.4,167,380,174,634,1,1,37562.946577381
42,9,173,442,196,754,2,3,39196.3
6,6,247,406,227,633,1,1,53839.855
117,2.6,248,423,190,724,1,1,115470.155
82,8.1,152,385,199,548,4,2,44985.2975
14,0.3,235,13,169,537,4,2,90471.89
111,7.1,195,319,215,717,2,2,54843.8875
101,4.8,152,156,199,207,1,3,64907.82
136,10.9,219,286,159,631,1,3,53665.37625
88,6.4,153,175,218,508,2,1,61229.7925
163,9,125,389,169,279,5,1,47328.9697916667
17,4.3,98,373,197,186,3,1,56577.6525
30,6.6,174,77,194,375,2,1,39892.3075
58,7.5,200,535,233,700,2,1,42631.0425
84,1.8,184,404,174,357,4,3,104248.3725
98,9,191,203,237,152,4,1,57526.56
54,7.7,207,523,213,473,1,3,42913.7125
70,2.7,236,338,207,761,5,2,98163.645
34,4,230,445,225,684,3,1,63973.65
85,9.3,177,506,192,576,5,3,47127.475
55,6.4,111,205,187,745,1,2,41474.4322916667
70,8.3,198,543,170,255,2,1,47511.9627083333
63,6,230,378,156,723,5,1,42907.4823809524
40,7.5,155,439,179,278,2,2,32811.2029166667
22,8.9,102,265,149,433,2,2,23419.64375
77,4.7,143,446,232,586,1,2,62267.8
82,3.7,204,281,214,96,4,2,76296.0625
55,8.4,173,342,178,165,1,1,34514.4385416667
30,8,163,724,111,468,3,1,29402.6804166667
94,9.2,283,258,172,622,4,2,62463.7875
52,3.8,225,273,142,453,1,1,55486.0554166667
39,4,101,462,202,732,1,1,60073.435625
73,2.5,122,533,166,496,1,1,93133.7141666667
104,5.8,193,460,156,669,3,3,60775.5866666667
57,8.4,144,266,160,342,5,1,28129.7002380952
51,10.9,200,126,173,21,2,3,32662.85
81,8.4,238,154,191,234,4,3,57477.5475
61,8.3,209,330,206,349,5,1,41911.0916666667
101,14.8,222,175,193,727,4,2,56770.0175
128,3.7,269,130,161,367,4,3,82241.18
55,5.6,176,362,217,948,4,3,46093.9933333333
7,7.5,228,504,227,466,2,3,38546.05
21,12.4,184,212,224,1183,2,2,33116.175
77,7.7,213,451,209,599,3,3,50948.04
10,7.5,130,427,197,905,5,1,34314.290625
102,8.9,136,433,210,271,5,3,51769.075
80,7.6,235,285,216,373,3,2,56620.5425
51,1.7,158,319,238,276,1,2,98358.975
81,3.1,265,461,180,389,1,2,108911.685
40,6.8,169,157,158,625,4,1,37262.3871130952
73,5.9,247,299,170,717,4,3,65739.1175
59,14.1,201,407,152,894,5,2,36013.0739285714
78,3.3,172,319,224,20,4,1,91622.6725
22,0.9,174,434,211,468,5,2,89989.1
108,6.7,97,353,166,424,2,3,57295.8404166667
68,4.7,162,131,196,259,1,3,58563.915
46,9.6,174,252,172,902,4,2,36273.3875
42,6.6,214,499,216,931,5,2,44254.695
134,4.4,172,423,177,217,5,3,73755.9075
54,6.7,217,391,177,115,2,1,40484.625
124,8.3,192,373,196,487,2,1,52306.8175
38,2.8,242,197,166,287,2,2,94084.9846428572
83,8.8,235,304,202,307,5,1,57046.8375
40,3.4,213,222,191,544,4,3,61317.59
81,9.3,139,439,226,929,5,3,45510.9575
27,7.6,229,277,178,621,2,1,33088.675
84,4.9,180,278,243,293,1,2,67005.7075
147,10.7,224,397,207,37,3,1,59211.9775
126,4.4,161,111,129,315,5,3,73081.07
11,9.9,164,344,188,766,1,3,34332.5
104,13,218,447,160,8,3,1,52918.7
29,5.2,273,487,219,766,1,3,55010.4125
76,9.1,165,471,191,689,1,1,43560.77
56,8.6,304,336,211,233,1,2,51666.2475
48,6.9,190,309,250,633,4,1,42927.495
96,4.6,238,357,173,674,1,1,77953.5075
36,9,133,491,199,873,4,2,35452.975
61,5.9,110,520,172,814,2,2,42668.1007440476
30,10.6,123,528,128,537,1,2,27810.9291666667
64,8.4,218,328,227,289,3,3,44359.725
76,8.7,154,423,174,695,4,1,41345.9666666667
59,10.3,168,369,150,330,2,3,29572.5802083333
75,3.7,156,341,198,815,1,2,66221.4175
83,6.1,263,337,163,850,1,1,70837.8666666667
27,9.3,163,149,147,636,2,3,28297.8
76,3,119,291,204,509,1,2,97283.5525
73,9.7,204,233,205,536,1,2,51164.97
96,11.8,161,302,210,325,4,3,56662.9475
84,6.5,181,250,163,747,1,2,57654.275
98,10.6,170,522,180,416,5,3,47448.925
74,3.5,151,427,173,490,3,1,65928.4316666667
72,11.1,231,320,166,383,1,3,50095.0470833333
89,13.2,191,548,207,395,4,2,54795.295
94,8,213,172,161,958,3,2,51443.7695833333
26,6.4,170,415,188,387,2,3,39739.8
25,8.3,256,291,143,955,1,3,40355.8377083333
131,7.5,140,393,212,637,3,1,49590.2675
66,11.9,149,275,199,502,5,1,45574.7375
65,8.9,221,412,202,918,1,2,48475.255
58,4.3,130,401,220,717,2,2,62121.818125
95,12.8,132,213,206,407,4,3,54475.7375
61,7.4,217,527,189,541,1,2,42532.77
33,3.3,173,468,187,979,2,1,79290.5875
75,9.8,204,572,155,249,1,3,46900.1075
108,11.2,141,242,204,299,4,3,55457.7275
58,4.4,255,342,190,450,5,2,65353.9325
58,8.3,186,363,152,619,4,2,35221.9203869048
13,9.8,206,561,178,133,4,2,28884.925
139,4.9,186,481,179,817,4,3,64809.055
44,5,222,345,211,475,2,3,48171.4325
51,9.8,143,346,176,550,1,1,36225.40625
107,11.2,182,478,155,504,3,2,47437.8775
111,8,116,433,169,1166,2,2,46270.5708333333
76,10.1,189,388,212,435,4,3,50356.095
51,3.8,166,324,197,222,1,3,58686.4425
78,10.3,192,597,185,384,1,3,48920.2525
90,4.9,116,414,186,633,1,1,60849.8125
67,10.1,241,425,218,423,4,2,53557.7325
84,9.8,220,392,187,442,5,1,51129.42
70,2.1,139,374,210,683,2,3,98925.225
92,7.1,185,231,175,747,5,1,48604.2375
53,11.7,180,436,212,638,3,1,38371.9375
19,6.2,247,378,160,783,5,2,43829.7501190476
39,7.3,60,499,173,478,1,2,34494.5686607143
8,5.4,190,354,173,467,4,3,36966.8083333333
66,3.6,110,373,186,140,4,3,66501.6075
72,11,76,498,150,524,4,1,42777.34375
107,1,144,397,200,659,2,2,106358.365
91,9.1,220,373,227,375,1,2,56361.395
65,7.5,183,384,204,684,4,1,45247.475
2,5.2,204,107,161,45,3,1,33457.7325
58,13.5,200,292,119,594,2,1,36074.2835119048
65,2.9,144,313,175,739,3,3,94017.74
44,5.5,165,360,220,656,5,3,43524.1125
113,5.2,247,433,176,521,5,3,70207.5725
59,2.7,223,248,212,522,2,2,96064.6375
82,7.6,252,311,153,825,3,2,61106.8025
106,5.3,305,463,181,304,1,2,73789.2175
80,11.4,137,366,193,406,5,3,47481.15
68,11.9,191,463,205,321,2,3,51117.47
62,3.5,224,575,177,877,4,1,61715.49
36,10.1,232,638,190,359,3,3,37538.0625
32,7.8,97,341,208,909,2,2,34611.778125
31,9.4,99,246,189,581,2,1,32856.9125
86,0.1,148,306,186,477,4,2,106358.655
38,4.9,190,325,195,745,3,1,45056.750625
67,9.4,121,508,247,377,4,2,47463.9
81,4.7,108,224,200,534,1,3,60567.4475
88,6.7,171,392,187,231,4,1,58650.635
5,8,219,379,182,547,2,2,34928.0125
132,6.7,192,272,184,717,4,1,61500.3
58,5.4,134,267,146,326,3,3,37366.3683928571
91,8.9,200,274,193,524,4,2,53055.215
46,7.8,292,303,222,625,2,1,50752.045625
84,8.6,149,91,146,869,4,2,45922.9720833333
38,10.2,139,518,195,515,4,1,35837.315625
14,8.2,181,413,177,686,2,1,31528.45
48,4.5,150,232,183,854,5,1,52952.660625
17,6,165,344,225,530,3,2,40976.3075
109,11.6,237,350,174,145,5,2,55748.6
100,5.2,204,300,152,138,3,3,61735.17
74,4.1,191,402,238,385,5,1,68845.7225
98,9.9,104,198,173,445,3,1,47446.63375
65,10.5,132,288,229,763,2,3,44427.1625
51,3,259,629,203,1099,2,3,106196.4275
89,7,142,255,214,489,5,3,50898.75
106,8.8,233,442,161,362,1,3,52504.555
27,2.2,187,438,143,1032,2,3,85371.635
40,5.1,128,435,213,753,5,1,42305.15625
72,0,128,238,158,525,2,2,90312.2025
120,4.1,209,561,152,388,3,3,79750.2475
92,9,230,293,176,682,2,3,55035.44
0,4.4,129,550,169,657,3,2,51949.2974107143
18,8.4,236,268,196,559,3,3,37175.8375
131,8.8,184,386,232,96,5,1,55324.375
129,9.6,205,425,188,306,4,2,55708.175
77,5.9,171,279,203,698,3,3,55647.395
85,3.3,179,448,255,546,2,3,99584.9975
3,4.5,196,402,191,188,2,3,57696.165
42,9.5,144,184,146,696,4,1,32134.880625
78,10,134,301,172,362,1,1,44749.2075
12,8.7,131,301,201,627,1,2,32921.225
97,12.9,138,507,257,166,2,1,57699.9825
49,10.5,191,456,191,488,3,3,40328.45
98,3.3,242,213,248,234,2,2,107930.2425
90,7,249,383,185,618,5,1,62182.3075
45,9.8,205,412,157,561,2,2,35020.2583333333
54,3.4,123,207,206,625,2,2,62032.265625
91,6,208,519,257,751,5,2,62229.475
58,6.3,159,384,201,997,3,2,44722.6608333333
31,2.9,180,310,207,767,1,3,94204.815
78,6.6,190,517,159,383,5,2,52378.2833333333
64,3.6,141,363,186,434,4,3,59746.340625
69,7.2,158,435,162,593,2,3,41024.9541666667
97,8,146,447,176,341,3,1,46208.40875
71,6.3,195,425,211,587,1,1,59771.155
95,6.4,99,542,218,662,2,1,61362.9475
92,4.8,257,452,253,392,1,2,78222.935
39,5.6,222,507,218,346,1,2,46748.2683333333
97,5.5,243,302,179,641,2,3,67792.6
91,5.8,235,324,180,1203,5,1,60971.1725
41,8.2,244,183,202,635,4,3,41928.945
68,11.9,283,434,167,451,2,3,54405.8166666667
106,5.9,154,424,182,568,5,3,56127.9875
105,7.5,237,143,218,381,5,2,58648.3875
70,5.2,237,571,167,15,2,2,63387.63
67,8.7,157,402,164,624,2,2,40175.78125
80,10,190,188,174,57,4,1,49839.885
92,11.2,212,502,161,247,3,3,51842.4
45,7.7,97,359,173,438,3,3,32898.0536607143
101,12.6,161,207,213,932,2,1,52567.475
38,7,144,323,178,567,3,3,35420.7007440476
51,2.1,167,436,203,967,2,2,93296.765
65,7.5,143,574,222,517,1,3,45765.1375
75,7.9,233,128,195,359,5,1,52876.125
61,5.3,292,474,198,283,2,1,56059.6775
110,6.5,199,385,207,704,1,2,64136.4275
75,0.7,207,568,203,180,5,2,93582.6825
85,4.5,165,444,161,479,5,2,67289.41
57,7.6,161,417,199,256,4,2,40115.1525
162,1.8,188,364,205,205,2,2,108957.525
59,12.9,265,407,231,627,5,2,53109.0075
43,11,170,536,285,679,2,2,42423.2075
31,7.9,194,156,150,644,3,3,29841.5075
17,9.1,191,247,170,400,1,1,27180.9025
54,6.1,201,354,155,24,4,3,39149.1025
91,9.9,158,378,224,862,5,1,49173.95
27,5.2,199,458,239,519,1,2,45336.5825
125,6.1,185,335,204,684,3,3,60615.9
40,12.1,228,337,129,237,4,1,31490.9239583333
103,3,149,488,184,331,1,3,103976.1725
158,16.6,189,421,190,389,5,2,52140.075
135,3.8,236,206,191,243,5,3,77347.5475
65,4.8,235,260,227,691,2,2,61590.1425
55,5.1,147,566,217,488,1,1,46485.313125
117,10,167,384,237,255,2,2,55136.94
34,7.1,207,390,170,298,5,2,29991.3704761905
51,10.3,171,174,236,689,5,3,40648.01
72,5.6,198,311,209,192,4,2,61450.0275
102,10.1,175,484,160,670,1,3,45748.2425
82,3.1,166,263,187,650,1,3,100649.98
51,5.5,238,439,199,866,2,2,48591.34
92,9.4,241,269,169,277,2,1,56101.7195833333
59,10.1,217,284,168,983,1,1,35225.0922619048
70,4.5,169,134,212,840,5,2,68063.0575
89,9.4,190,204,224,700,5,2,52135.6625
23,10.8,135,485,174,432,3,1,25451.8875
152,4.7,170,410,210,263,5,3,65932.495
75,5.9,146,344,172,930,2,1,54335.3804166667
104,4.6,232,99,192,255,1,2,81825.2825
60,8.3,269,320,203,359,3,1,51053.6491666667
121,11.1,272,231,196,306,3,2,67739.3975
106,9.3,203,407,211,413,3,3,55493.2
120,7.6,156,431,238,280,2,1,55350.4275
41,6.3,166,481,186,454,2,1,43387.830625
51,7.5,138,331,182,545,3,1,38065.720625
79,7.4,174,482,167,335,1,2,45159.64
2,3,139,389,237,831,4,2,97615.0625
59,2.2,203,361,195,616,1,3,93238.225
51,7,180,290,170,431,2,3,34243.0508928571
72,11.7,111,248,207,343,5,2,49320.55
78,7,184,228,209,676,1,3,49135.595
46,5.7,241,359,184,892,1,1,47135.243125
79,1.6,184,353,215,131,1,3,101525.9
83,6.6,232,300,205,170,5,1,62906.875
25,9.8,201,313,208,37,5,2,35371.075
37,8.3,117,365,184,468,4,1,34564.478125
111,6.6,165,312,196,672,4,2,59834.5825
68,6.4,165,381,240,969,2,1,57585.435
70,4.3,293,642,225,368,5,2,77759.0775
33,10.8,185,239,218,48,4,1,34902.125
76,7.4,116,345,235,215,3,1,51110.5625
77,13,155,234,158,418,4,1,44008.1729166667
119,3.6,161,305,178,757,1,3,78366.0725
126,10.6,209,449,246,331,3,2,58293.8625
100,4.8,226,338,194,695,5,1,64979.835
122,7.3,241,286,208,444,4,2,60554.6825
57,6.7,149,278,169,454,1,1,37057.8196130952
81,7.3,171,525,220,848,2,2,47695.96
77,9.5,219,479,165,432,1,2,46012.27625
64,8.4,200,204,182,312,1,3,39458.375
64,8,225,341,160,582,3,1,38243.1830059524
25,2.6,175,407,199,827,2,3,90700.235
57,1.8,170,450,167,374,3,2,87665.2213095238
42,8.3,191,489,215,832,4,3,40459.9
41,8.8,196,474,156,181,5,1,29919.4347916667
102,4.2,168,630,209,229,3,1,80148.6525
71,11.7,176,533,156,548,5,3,43277.805
50,9.9,178,350,226,777,2,2,40011.2875
99,8.7,194,72,234,418,5,1,54127.25
95,9.2,147,44,140,337,3,3,47701.3475
118,9.6,249,101,234,882,2,1,70015.7525
101,11,171,492,156,699,1,2,46779.6675
29,13.6,148,372,224,84,2,1,35970.175
74,6.3,184,445,222,495,5,1,55659.1625
65,12.7,170,203,219,419,1,1,48544.39
83,5.7,183,309,155,658,2,3,57548.1375
78,3.4,239,547,156,1102,1,1,71302.8075
73,10.3,200,545,180,429,2,1,47402.77
121,6.7,190,400,149,813,1,3,59245.1908333333
40,7.4,170,414,184,941,2,2,38367.3175
31,8,194,402,201,512,4,2,37804.725
71,6.4,204,377,216,364,3,3,61038.915
55,5.3,220,162,164,439,2,3,39450.0494642857
121,6.4,169,549,133,35,2,1,60575.0683333333
103,7.1,189,285,149,540,4,2,49878.9433333333
107,6.3,133,176,202,602,2,2,60670.5
80,8.2,184,324,180,835,4,1,47110.9225
32,7.5,136,405,159,605,1,2,28340.6236607143
69,3.5,202,367,168,418,2,1,67878.26
63,6.5,165,167,209,557,4,3,47386.1408333333
65,9.6,131,243,205,589,1,1,44671.9416666667
20,3.5,159,247,195,364,4,3,58193.215
51,5.5,181,422,151,375,3,1,40116.4979761905
82,6,209,438,156,634,1,3,58195.9541666667
10,12.6,131,359,194,671,5,2,32372.1
52,10.4,129,58,251,479,5,2,41165.7575
54,5.7,140,336,202,112,5,3,41693.5625
94,1.2,216,499,173,377,2,2,104530.8475
68,12.4,263,327,195,684,1,2,58534.955
97,11.6,189,438,233,164,2,2,56642.1425
61,8.3,172,495,215,624,4,3,41289.4958333333
72,7.5,233,657,177,43,5,3,50179.2
99,7.9,101,451,210,138,1,2,51550.2525
85,9.8,239,511,201,582,4,3,56525.0325
68,12.2,231,243,215,777,3,1,53932.4075
14,11.1,286,398,166,497,1,2,39748.485
103,10,167,228,219,308,1,3,56166.79
55,11.2,191,243,176,548,1,2,37011.95
119,10,210,200,222,535,2,3,56146.8175
19,6.2,178,321,179,635,4,2,37126.2541666667
36,7.1,178,275,210,730,1,2,36432.205
69,5.4,166,380,150,442,3,1,53583.3041666667
57,13.8,234,260,191,283,1,1,42041.765
83,12.1,162,255,195,769,4,1,49842.2025
47,7,213,180,228,583,1,3,41047.9
75,2.4,178,617,81,833,1,2,90114.51
37,2.1,266,508,228,524,2,2,106917.9825
72,6.1,154,282,244,1031,2,1,58719.2725
48,3.8,225,256,199,1049,1,2,60001.6075
52,10.1,110,292,196,767,5,2,36116.325
17,13,186,281,147,340,3,3,26406.349375
72,10.9,135,303,188,742,5,2,44729.3
132,7.8,175,388,186,518,3,2,47270.1025
124,10.3,128,190,205,40,5,1,54997.125
29,8.6,252,440,219,243,3,2,48701.5525
98,2.8,217,415,209,94,5,1,105288.9875
93,7.6,62,465,218,660,3,1,48776.95
69,7.3,252,367,184,384,1,1,57969.395
73,9,178,181,199,175,5,3,48740.8125
59,5.7,120,370,207,71,4,1,44174.695
101,4.8,151,324,231,476,1,3,66670.1025
61,2.4,152,509,128,785,3,2,85112.1322619048
46,5.5,286,327,237,444,4,1,57437.493125
94,4.5,259,320,145,897,4,3,83669.2075
45,5.8,205,530,159,99,2,3,40123.6483333333
52,12.4,107,379,266,928,2,1,40706.32
84,7.3,271,543,201,244,1,3,65435.53
19,6.8,193,502,189,508,2,3,41319.815
100,6.6,226,315,220,692,4,2,65395.875
99,7.6,170,253,235,520,5,1,51035.15
93,6,229,254,159,743,4,1,64233.865
102,9.5,195,263,244,459,5,3,54380.15
66,8.8,89,302,149,517,1,2,42399.3416666667
87,2.6,130,267,193,344,5,1,104956.3025
101,9.3,170,315,158,457,5,2,47055.0425
104,2.4,194,439,212,892,4,1,110524.215
21,11,224,634,202,874,3,1,35685.0875
93,11.2,146,125,230,119,3,3,58032.135
41,10,253,321,165,473,2,3,44349.17375
82,7.8,260,252,166,720,3,1,60413.2604166667
96,8.6,159,315,193,23,4,2,53558.2675
86,2.2,219,309,238,644,4,2,114192.1625
67,4.7,137,422,180,444,4,3,56790.375
19,5.7,213,109,205,533,4,3,41598.6825
72,9.1,113,295,169,756,1,2,43244.1895833333
94,9.4,185,381,196,14,1,2,51588.93
58,4.2,225,366,180,822,3,2,59417.445
49,5.1,107,364,190,891,4,2,44316.243125
39,12.6,249,169,176,610,4,1,45892.540625
83,7.8,129,167,226,835,4,2,50998.6325
64,4.9,137,406,200,627,4,1,47514.138125
100,10.6,154,417,153,506,5,3,43020.4570833333
13,8.1,186,270,189,352,1,2,34311.7
65,6.8,271,330,169,694,4,3,61152.815952381
110,2.4,209,370,225,164,3,2,114804.4625
94,6.5,197,296,222,341,3,1,65087.465
65,5.9,246,157,176,655,4,1,63062.08
84,0.9,213,493,174,269,3,1,105412.8925
102,6,255,371,264,570,3,3,76676.11
90,6.1,180,337,164,235,3,1,58259.4558333333
57,12.6,162,342,202,672,4,3,38629.4083333333
70,10.4,193,349,185,319,4,2,48953.0825
85,3.9,181,118,216,1286,3,1,78156.1925
102,10.3,215,324,138,956,2,3,51620.9475
105,7.1,128,328,182,184,1,1,51784.615
25,16.6,225,214,190,513,1,3,37110.3575
46,9.5,215,573,159,801,2,3,35887.1145833333
84,9.4,138,540,218,307,5,3,52393.6875
98,4.4,175,234,154,1056,2,1,73153.12
123,8,156,90,187,115,1,2,53799.615
107,12.5,240,575,172,245,5,1,56137.25
14,11.8,170,177,165,517,2,1,27450.8952083333
47,6.2,125,321,212,514,1,1,42949.20125
48,7.5,163,211,174,119,4,1,34142.7625
107,5.4,136,240,184,565,2,1,61808.6225
84,13.1,138,174,144,41,1,3,48911.3266666667
121,8.6,182,404,189,743,3,1,48735.205
71,8.1,192,243,184,743,2,2,47980.1075
48,10.1,163,381,183,974,2,2,37552.7625
6,12.8,233,166,182,420,4,1,33186.72
35,8.1,197,572,216,664,3,3,38735.925
104,13.3,200,333,173,693,2,1,52910.345
98,10.4,172,357,165,547,5,2,43134.0175
48,6.5,141,249,209,284,5,1,40523.7375
72,7.9,138,350,190,770,1,2,43480.6875
119,8.5,253,415,222,722,5,3,65924.1
95,0.7,134,445,178,367,3,2,102179.46
38,7.4,203,267,211,549,3,2,39160.03
85,2.1,187,210,252,377,1,2,113587.55
45,7.5,278,309,165,977,1,3,45077.6156547619
88,3.4,221,219,181,332,1,3,78697.2175
21,3.4,183,308,199,794,2,1,60141.7825
37,5.3,159,379,202,351,2,1,42258.8616666667
66,9.7,201,364,190,561,1,3,48145.945
38,4.4,133,419,141,60,1,3,53184.278125
62,8.1,164,550,211,834,1,2,41101.4958333333
32,1.9,183,500,244,494,2,3,95757.75
56,2.8,275,112,157,448,1,1,98081.6366666667
113,5.4,177,277,227,674,4,3,64799.47
13,4.1,142,452,152,792,5,3,49536.6414583333
68,5.4,222,269,175,208,2,3,58276.39
46,6.1,185,420,223,991,4,2,45219.8175
50,5.1,148,290,189,990,1,2,43980.605625
118,8.7,224,667,192,99,2,3,59309.4475
33,5.3,178,271,194,224,1,1,42394.76
15,8.9,135,305,168,1047,1,1,26514.82375
42,1.2,164,239,206,410,5,1,91335.1825
87,7.2,87,733,171,302,4,2,47344.94
81,3.4,207,186,231,432,5,3,75733.0175
42,9,205,280,222,414,1,3,39642.525
50,10,242,144,217,538,5,1,41190.2575
55,5.5,189,228,216,588,2,2,45749.62
28,5.6,191,253,178,111,3,3,35625.6
92,6.1,222,297,196,593,3,2,62604.71
75,9.1,212,59,176,505,2,2,48203.845
80,6.7,220,534,169,367,4,2,59457.18125
65,6.4,217,262,146,338,2,1,51911.4575
73,9.1,195,113,205,303,5,2,51387.7375
114,6.4,211,267,223,243,1,3,67336.1625
47,10.5,199,436,187,801,1,1,38273.615625
42,4.6,176,323,171,345,2,1,54058.7045833333
60,11.5,119,495,127,567,4,3,33224.1891369048
4,3.6,218,197,213,503,4,3,61917.7725
7,8.2,200,414,160,331,2,1,27189.2854166667
114,12.3,176,204,182,404,4,3,51120.615
102,1.4,191,149,229,491,1,1,113910.0125
60,8.6,213,264,172,107,1,1,33621.3979166667
86,8.3,241,425,171,997,5,1,53231.4925
100,8.5,183,245,150,566,5,2,46362.29875
75,10.8,191,560,207,361,1,2,51490.345
60,6.3,241,454,220,514,1,2,49638.98
27,8.1,169,67,125,701,2,3,28333.1770833333
9,5.3,76,334,214,192,5,3,38514.0875
19,7,185,343,142,811,2,2,29474.9616666667
52,7,248,103,177,598,5,3,47202.7351190476
86,10.4,177,358,183,731,1,3,46094.225
93,7.7,163,248,139,163,3,1,49523.4120833333
